gold_speaker	gold_word	whisper_speaker	whisper_word
PKP125	è	[SPEAKER_B]	e
PKP125	vero	[SPEAKER_B]	apre
PKP125	eh	[SPEAKER_B]	assim
PKP125	ua	[SPEAKER_B]	la
PKP125	però	[SPEAKER_B]	mia
PKP125	erano	[SPEAKER_B]	nello
PKP125	avevano	[SPEAKER_B]	comunicchio
PKP125	cosicchie	[SPEAKER_B]	come
PKP131	xx	[SPEAKER_B]	a
PKP125	mhmh	-	-
PKP125	co~	-	-
PKP125	comunque	-	-
PKP125	oggi	[SPEAKER_B]	oggi
PKP125	a	-	-
PKP125	scuola	[SPEAKER_B]	scuola
PKP125	la	[SPEAKER_A]	tome
PKP125	gente	[SPEAKER_A]	pa
PKP131	comunque	[SPEAKER_A]	la
PKP125	a	[SPEAKER_A]	bianco
PKP125	scuola	[SPEAKER_A]	buon
PKP125	questi	[SPEAKER_A]	appointments
PKP125	mi	[SPEAKER_B]	estimo
PKP125	chiedevano	[SPEAKER_B]	dr
PKP125	delle	[SPEAKER_B]	rfk
PKP125	cose	[SPEAKER_A]	bocca
PKP125	facevo	[SPEAKER_B]	spesso
PKP125	como	-	-
PKP125	capito	-	-
PKP131	ua	-	-
PKP125	che	-	-
PKP125	xx	-	-
PKP131	perché	-	-
PKP131	stai	-	-
PKP131	qual	-	-
PKP131	è	-	-
PKP131	il	-	-
PKP131	range	-	-
PKP131	di	-	-
PKP131	età	-	-
PKP131	a	-	-
PKP131	cui	-	-
PKP131	stai	-	-
PKP131	insegnando	-	-
PKP125	xx	-	-
PKP125	non	-	-
PKP125	lo	-	-
PKP125	sacc	-	-
PKP125	io	-	-
PKP125	faccio	-	-
PKP125	finta	-	-
PKP125	di	-	-
PKP125	mh	-	-
PKP125	al	-	-
PKP125	momento	-	-
PKP125	dai	-	-
PKP125	sto	-	-
PKP125	facendo	-	-
PKP125	dai	-	-
PKP125	a	-	-
PKP125	quanto	-	-
PKP125	pare	-	-
PKP125	domani	-	-
PKP125	dovrò	-	-
PKP125	fare	-	-
PKP125	anche	-	-
PKP125	i	[SPEAKER_B]	i
PKP125	bambini	[SPEAKER_B]	suoi
PKP125	piccoli	[SPEAKER_B]	spaghetti
PKP131	piccoli	[SPEAKER_B]	sono
PKP131	quanto	[SPEAKER_B]	ragazzi
PKP125	eh	[SPEAKER_B]	come
PKP125	pre-starters	[SPEAKER_B]	i
PKP125	quindi	[SPEAKER_B]	spaghetti
-	-	[SPEAKER_B]	come
-	-	[SPEAKER_B]	вак
-	-	[SPEAKER_B]	peggio
-	-	[SPEAKER_A]	poi
PKP125	sei	[SPEAKER_A]	sei
PKP125	sette	[SPEAKER_A]	da
PKP125	anni	[SPEAKER_A]	certi
PKP125	comunque	[SPEAKER_A]	importanti
PKP125	dagli	[SPEAKER_A]	dichy
-	-	[SPEAKER_B]	sei
-	-	[SPEAKER_B]	tornato
-	-	[SPEAKER_B]	grande
-	-	[SPEAKER_B]	è
-	-	[SPEAKER_B]	venutoche
-	-	[SPEAKER_B]	bello
-	-	[SPEAKER_B]	farm
-	-	[SPEAKER_B]	twenty
-	-	[SPEAKER_B]	eight
-	-	[SPEAKER_B]	old
-	-	[SPEAKER_B]	chi
-	-	[SPEAKER_B]	ha
-	-	[SPEAKER_B]	chiamato
-	-	[SPEAKER_B]	davide
-	-	[SPEAKER_B]	a
-	-	[SPEAKER_B]	quanto
-	-	[SPEAKER_B]	parte
-	-	[SPEAKER_B]	domani
-	-	[SPEAKER_B]	dobbiamo
-	-	[SPEAKER_B]	fare
-	-	[SPEAKER_B]	un
-	-	[SPEAKER_B]	bambino
-	-	[SPEAKER_B]	in
-	-	[SPEAKER_B]	piccoli
-	-	[SPEAKER_B]	electriceva
-	-	[SPEAKER_B]	un
-	-	[SPEAKER_B]	video
-	-	[SPEAKER_B]	yeah
-	-	[SPEAKER_B]	free
-	-	[SPEAKER_B]	stuff
-	-	[SPEAKER_B]	test
-	-	[SPEAKER_B]	perciò
-	-	[SPEAKER_B]	dai
-	-	[SPEAKER_B]	ciao
-	-	[SPEAKER_A]	nicua
-	-	[SPEAKER_A]	a
-	-	[SPEAKER_A]	tutti
-	-	[SPEAKER_B]	com
-	-	[SPEAKER_B]	coi
-	-	[SPEAKER_B]	da
PKP125	otto	[SPEAKER_B]	otto
PKP125	ai	[SPEAKER_B]	ai
PKP125	mh	-	-
PKP125	diciotto	[SPEAKER_B]	diciotto
PKP125	che	[SPEAKER_B]	che
PKP125	poi	[SPEAKER_B]	poi
PKP125	questi	[SPEAKER_B]	questi
PKP125	bambini	[SPEAKER_B]	bambini
PKP125	pi~	-	-
PKP125	bambini	-	-
PKP125	piccoli	[SPEAKER_B]	piccoli
PKP125	cioè	[SPEAKER_B]	cia
PKP125	mo	[SPEAKER_B]	rio
PKP125	quando	[SPEAKER_B]	quando
PKP125	li	-	-
PKP125	avevo	[SPEAKER_B]	avevo
PKP125	quando	[SPEAKER_B]	quando
PKP125	avevo	[SPEAKER_B]	avevo
PKP125	iniziato	[SPEAKER_B]	iniziato
PKP125	prima	[SPEAKER_B]	prima
PKP125	che	[SPEAKER_B]	che
PKP125	me	[SPEAKER_B]	mi
PKP125	ne	[SPEAKER_B]	andava
PKP125	andavo	-	-
PKP125	a	[SPEAKER_B]	a
PKP125	bologna	[SPEAKER_B]	bologna
PKP131	mhmh	[SPEAKER_B]	con
PKP125	comunque	[SPEAKER_B]	que
PKP125	tanti	[SPEAKER_B]	tanti
PKP125	sono	[SPEAKER_B]	sono
PKP125	rimasti	[SPEAKER_B]	rimasti
PKP125	perché	[SPEAKER_B]	perché
PKP125	poi	[SPEAKER_B]	poi
PKP125	e	[SPEAKER_B]	invece
PKP125	sono	[SPEAKER_A]	geno
PKP125	cresciuti	[SPEAKER_B]	siamo
-	-	[SPEAKER_B]	gけ
-	-	[SPEAKER_B]	sbiusi
PKP125	quindi	[SPEAKER_B]	quindi
PKP125	quelli	[SPEAKER_B]	quelli
PKP125	che	[SPEAKER_B]	che
PKP125	tipo	[SPEAKER_B]	tiぽ
PKP125	mh	-	-
PKP125	quando	[SPEAKER_B]	quando
PKP125	ero	[SPEAKER_B]	era
PKP125	entrato	[SPEAKER_B]	entrato
PKP125	stavano	[SPEAKER_B]	stavano
PKP125	in	[SPEAKER_B]	inenedo
PKP125	quinta	[SPEAKER_B]	ma
PKP125	elementare	[SPEAKER_B]	su
PKP125	mo	[SPEAKER_B]	di
PKP125	sono	[SPEAKER_B]	direzza
PKP125	in	-	-
PKP125	terza	-	-
PKP125	media	[SPEAKER_B]	media
-	-	[SPEAKER_B]	oppure
PKP125	qualcuno	[SPEAKER_B]	qualcuno
PKP125	deve	[SPEAKER_B]	deve
PKP125	andare	[SPEAKER_B]	terrace
PKP125	alle	[SPEAKER_B]	e
PKP125	superiori	[SPEAKER_B]	scanda
PKP125	io	[SPEAKER_B]	luo
PKP125	ero	[SPEAKER_A]	mazz
PKP125	scioccato	[SPEAKER_A]	appeal
PKP125	c'avevamo	[SPEAKER_A]	da
PKP125	una	[SPEAKER_A]	a
PKP131	como	[SPEAKER_A]	la
PKP125	como	[SPEAKER_B]	brave
PKP125	che	[SPEAKER_B]	lamps
PKP125	scandalo	-	-
PKP125	scioccobasito	-	-
PKP125	mh	-	-
PKP125	ma	-	-
PKP125	non	-	-
PKP125	ti	-	-
PKP125	piace	-	-
PKP125	il	-	-
PKP125	pepe	-	-
PKP125	sull'alice	-	-
PKP131	mah	[SPEAKER_B]	mah
PKP125	eh	[SPEAKER_B]	non
PKP125	ma	[SPEAKER_B]	ti
PKP125	quello	[SPEAKER_B]	lascio
PKP125	è	[SPEAKER_B]	il
PKP125	xxx	[SPEAKER_B]	pinched
PKP131	ce	[SPEAKER_B]	belićer
PKP131	la	[SPEAKER_A]	wild
PKP131	fai	[SPEAKER_B]	no
PKP131	a	[SPEAKER_B]	eh
PKP131	parla'	[SPEAKER_B]	ma
PKP131	stasera	[SPEAKER_B]	ora
PKP125	su~	[SPEAKER_B]	guerra
PKP131	a	[SPEAKER_A]	non
PKP131	parla'	[SPEAKER_A]	mozzo
PKP125	so'	[SPEAKER_A]	già
PKP125	esaurito	[SPEAKER_A]	ormai
PKP131	ma	-	-
PKP131	infatti	-	-
PKP125	non	-	-
PKP125	è	-	-
PKP125	che	-	-
PKP125	so'	-	-
PKP125	esaurito	-	-
PKP125	so	-	-
PKP125	stanco	-	-
PKP125	oggi	-	-
PKP125	a	-	-
PKP125	parlare	-	-
PKP125	qua	[SPEAKER_A]	qua
PKP125	dieci	[SPEAKER_A]	l'iggling
PKP125	ore	[SPEAKER_A]	a
PKP131	e	[SPEAKER_A]	pawa
PKP131	dimmi	[SPEAKER_B]	i
PKP131	un	[SPEAKER_B]	suoi
PKP131	po'	[SPEAKER_B]	ritorni
PKP131	che	[SPEAKER_A]	mah
PKP131	che	[SPEAKER_A]	grazie
PKP131	fai	[SPEAKER_A]	ci
PKP131	le	[SPEAKER_A]	sono
PKP131	lezioni	[SPEAKER_A]	i
PKP131	cioè	[SPEAKER_A]	first
PKP131	che	[SPEAKER_A]	finger
PKP131	gli	[SPEAKER_B]	vabbèrezzi
PKP131	dici	[SPEAKER_B]	ma
PKP125	ai	[SPEAKER_B]	ti
PKP125	bambini	-	-
PKP125	ma	-	-
PKP125	tipo	-	-
PKP125	vuoi	[SPEAKER_B]	vuoi
PKP125	inserirti	[SPEAKER_B]	understood
PKP125	nel	[SPEAKER_B]	nel
PKP125	campo	[SPEAKER_B]	campo
PKP125	vuoi	[SPEAKER_B]	mi
PKP125	conoscere	[SPEAKER_B]	è
-	-	[SPEAKER_B]	conoscevo
PKP125	i	[SPEAKER_B]	i
PKP125	trucchi	[SPEAKER_B]	trucchi
PKP125	del	[SPEAKER_B]	del
PKP125	mestiere	[SPEAKER_B]	messire
PKP131	sì	[SPEAKER_A]	eh
PKP131	no	[SPEAKER_A]	beh
PKP131	lo	[SPEAKER_A]	scusi
PKP131	so	[SPEAKER_A]	mi
PKP131	ho	[SPEAKER_A]	costranno
PKP131	parlato	[SPEAKER_A]	perchè
PKP131	con	[SPEAKER_A]	av
PKP131	chiara	-	-
PKP131	ieri	-	-
PKP131	sera	-	-
PKP125	eh	-	-
PKP125	okay	-	-
PKP131	m'ha	-	-
PKP131	detto	-	-
PKP131	ah	-	-
PKP131	ah	-	-
PKP131	lei	-	-
PKP131	lo	-	-
PKP131	fa	-	-
PKP131	ad	-	-
PKP131	agosto	-	-
PKP131	perché	-	-
PKP131	sta	-	-
PKP131	lavorando	-	-
PKP131	comunque	-	-
PKP131	nell'accademia	-	-
PKP131	delle	-	-
PKP131	xxxx	-	-
PKP125	eh	-	-
PKP125	eh	-	-
PKP131	ha	-	-
PKP131	detto	-	-
PKP131	comunque	-	-
PKP131	per	-	-
PKP131	arrotondare	-	-
PKP131	vorrei	-	-
PKP131	fare	-	-
PKP131	anche	-	-
PKP131	il	-	-
PKP131	dopo	-	-
PKP131	scuola	-	-
PKP131	così	-	-
PKP125	ah	-	-
PKP131	però	-	-
PKP131	insieme	-	-
PKP131	a	-	-
PKP131	inglese	-	-
PKP131	chiedono	-	-
PKP131	matematica	-	-
PKP131	eh	-	-
PKP131	non	-	-
PKP131	so	-	-
PKP131	fare	-	-
PKP131	nemmeno	-	-
PKP131	due	-	-
PKP131	più	-	-
PKP131	due	-	-
PKP131	me	-	-
PKP131	le	-	-
PKP131	xx	-	-
PKP131	e	-	-
PKP131	gli	-	-
PKP131	ho	-	-
PKP131	p~	-	-
PKP131	fatto	-	-
PKP131	la	-	-
PKP131	proposta	-	-
PKP131	l~	-	-
PKP131	l'ho	-	-
PKP131	lasciata	-	-
PKP131	lì	-	-
PKP131	ho	[SPEAKER_A]	ho
PKP131	detto	[SPEAKER_A]	detto
PKP131	ah	-	-
PKP131	lo	-	-
PKP131	volemo	-	-
PKP131	fa	-	-
PKP131	insieme	-	-
PKP131	tu	-	-
PKP131	fai	-	-
PKP131	matematica	-	-
PKP131	e	-	-
PKP131	io	-	-
PKP131	faccio	-	-
PKP131	inglese	-	-
PKP131	e	-	-
PKP131	lei	-	-
PKP131	ha	-	-
PKP131	fatto	-	-
PKP131	eh	-	-
PKP131	sì	-	-
PKP131	perché	-	-
PKP131	no	-	-
PKP125	eh	-	-
PKP131	sto	-	-
PKP131	xx	-	-
PKP125	perché	-	-
PKP125	no	-	-
PKP131	ho	-	-
PKP131	detto	-	-
PKP131	sì	-	-
PKP131	però	[SPEAKER_A]	però
PKP131	sappi	[SPEAKER_A]	s
PKP131	che	[SPEAKER_A]	theirsa
PKP131	se	[SPEAKER_A]	che
PKP131	ci	[SPEAKER_A]	ci
PKP131	prendiamo	[SPEAKER_A]	prendiamo
PKP131	sessanta	[SPEAKER_A]	sessanta
PKP131	euro	[SPEAKER_A]	immerappammino
PKP131	a	[SPEAKER_A]	e'
PKP131	bambino	[SPEAKER_A]	retrewerd
PKP131	nemmeno	[SPEAKER_A]	me
PKP131	le	[SPEAKER_A]	prendamo
PKP131	devo	-	-
PKP125	trenta	-	-
PKP125	mensile	-	-
PKP131	sì	-	-
PKP131	io	-	-
PKP131	mi	-	-
PKP131	prendo	-	-
PKP131	quaranta	[SPEAKER_A]	quaranta
PKP131	e	-	-
PKP131	tu	[SPEAKER_A]	tu
PKP131	ti	[SPEAKER_A]	ti
PKP131	prendi	[SPEAKER_A]	prendo
-	-	[SPEAKER_A]	i
PKP131	venti	[SPEAKER_A]	venti
PKP125	eh	[SPEAKER_B]	v
PKP125	proprio	[SPEAKER_B]	الح听
PKP125	che	[SPEAKER_B]	vai
PKP125	la	[SPEAKER_B]	great
PKP125	vuoi	[SPEAKER_B]	ma
PKP125	sfruttare	[SPEAKER_B]	qual'è
PKP125	vabbè	[SPEAKER_B]	perga
PKP125	tanto	[SPEAKER_B]	v
PKP125	è	[SPEAKER_B]	aroma
-	-	[SPEAKER_B]	factuale
-	-	[SPEAKER_B]	eh
-	-	[SPEAKER_B]	portrait
-	-	[SPEAKER_B]	di
-	-	[SPEAKER_B]	stuttavia
-	-	[SPEAKER_B]	basta
PKP125	la	[SPEAKER_B]	la
PKP125	matematica	[SPEAKER_B]	matematica
PKP125	delle	[SPEAKER_B]	ed
PKP125	elementari	[SPEAKER_B]	evitare
PKP125	cioè	[SPEAKER_B]	la
PKP125	ma	[SPEAKER_B]	stessa
PKP125	riesci	[SPEAKER_A]	lo
PKP125	pure	[SPEAKER_A]	prendo
PKP125	martina	[SPEAKER_A]	di
PKP125	ah	[SPEAKER_A]	me
PKP125	tu	-	-
PKP125	vuoi	-	-
PKP125	fa	-	-
PKP125	xx	-	-
PKP131	vabbè	-	-
PKP131	ma	-	-
PKP131	lei	-	-
PKP131	lei	[SPEAKER_A]	lei
PKP131	lo	[SPEAKER_A]	lo
PKP131	fa	[SPEAKER_A]	fa
-	-	[SPEAKER_A]	e
PKP131	lei	[SPEAKER_A]	lei
PKP131	sta	[SPEAKER_A]	trova
PKP131	piena	[SPEAKER_A]	il
PKP131	di	-	-
PKP131	soldi	[SPEAKER_A]	soldi
PKP131	perché	[SPEAKER_A]	per
-	-	[SPEAKER_A]	dick
-	-	[SPEAKER_A]	vasto
-	-	[SPEAKER_A]	estudia
-	-	[SPEAKER_A]	avven
-	-	[SPEAKER_A]	millionaire
-	-	[SPEAKER_A]	erano
-	-	[SPEAKER_A]	comune
-	-	[SPEAKER_A]	al
-	-	[SPEAKER_A]	ruby
-	-	[SPEAKER_A]	no
-	-	[SPEAKER_A]	연
-	-	[SPEAKER_A]	spaghetti
-	-	[SPEAKER_A]	regulate
-	-	[SPEAKER_B]	coffee
PKP125	ah	[SPEAKER_B]	ah
PKP125	sì	[SPEAKER_B]	no
PKP131	prende	[SPEAKER_B]	non
PKP131	tutte	[SPEAKER_B]	tempting
PKP131	le	[SPEAKER_B]	la
PKP131	borse	[SPEAKER_B]	non
PKP131	di	-	-
PKP131	studio	-	-
PKP125	mh	-	-
PKP131	la	-	-
PKP131	prendono	-	-
PKP131	sempre	-	-
PKP131	a	-	-
PKP131	fare	-	-
PKP131	la	-	-
PKP131	scrutatrice	-	-
PKP131	con	-	-
PKP131	venti	-	-
PKP131	qua	-	-
PKP131	venti	-	-
PKP131	di	-	-
PKP131	là	-	-
PKP125	eh	-	-
PKP125	non	-	-
PKP125	ti	-	-
PKP125	hanno	-	-
PKP125	pigliato	-	-
PKP125	a	-	-
PKP125	te	[SPEAKER_B]	te
PKP125	no	[SPEAKER_B]	l'ho
PKP125	eh	[SPEAKER_B]	piaciuta
PKP131	no	[SPEAKER_B]	deny
PKP125	a	[SPEAKER_B]	eh
PKP125	lei	[SPEAKER_B]	no
PKP125	sì	[SPEAKER_B]	lo
PKP131	no	[SPEAKER_B]	tirerei
PKP125	infatti	[SPEAKER_B]	no
PKP125	ho	[SPEAKER_B]	non
PKP125	visto	[SPEAKER_B]	metto
PKP125	la	[SPEAKER_B]	transforma
PKP125	lista	[SPEAKER_B]	su
PKP131	almeno	[SPEAKER_B]	questa
PKP131	non	-	-
PKP131	quest'anno	-	-
PKP131	infatti	-	-
PKP125	c'è	-	-
PKP125	matteo	-	-
PKP131	l'al~	-	-
PKP131	matteo	-	-
PKP125	cioè	-	-
PKP125	matteo	-	-
PKP125	dice	-	-
PKP125	che	-	-
PKP125	io	-	-
PKP125	sto	-	-
PKP125	inseguito	-	-
PKP125	da	-	-
PKP125	quando	-	-
PKP125	avevo	-	-
PKP125	diciotto	-	-
PKP125	anni	-	-
PKP125	non	-	-
PKP125	mi	-	-
PKP125	hanno	-	-
PKP125	mai	-	-
PKP125	chiamato	-	-
PKP125	quando	-	-
PKP125	mi	-	-
PKP125	chiamano	-	-
PKP131	quando	-	-
PKP131	non	-	-
PKP131	ci	[SPEAKER_B]	ci
PKP131	sto	[SPEAKER_B]	hanno
PKP125	cioè	[SPEAKER_B]	blinzacun
PKP125	guarda	[SPEAKER_B]	residuale
PKP125	una	[SPEAKER_B]	ma
PKP125	cosa	[SPEAKER_B]	io
-	-	[SPEAKER_B]	al
-	-	[SPEAKER_B]	lavoro
-	-	[SPEAKER_B]	scegò
-	-	[SPEAKER_B]	intieniare
-	-	[SPEAKER_B]	doni
-	-	[SPEAKER_B]	col안
-	-	[SPEAKER_B]	ci
-	-	[SPEAKER_B]	sono
-	-	[SPEAKER_B]	dicespro
-	-	[SPEAKER_A]	hai
-	-	[SPEAKER_A]	un
-	-	[SPEAKER_A]	primo
-	-	[SPEAKER_A]	assisto
-	-	[SPEAKER_A]	p
-	-	[SPEAKER_A]	legends
-	-	[SPEAKER_A]	uppers
-	-	[SPEAKER_A]	tonnes
-	-	[SPEAKER_A]	il
-	-	[SPEAKER_A]	youtube
-	-	[SPEAKER_A]	todo
-	-	[SPEAKER_A]	tutto
-	-	[SPEAKER_A]	non
-	-	[SPEAKER_A]	emphasize
-	-	[SPEAKER_A]	devi
-	-	[SPEAKER_A]	surfrema
-	-	[SPEAKER_B]	ma
-	-	[SPEAKER_B]	qualsi
-	-	[SPEAKER_B]	toileti
-	-	[SPEAKER_A]	die
-	-	[SPEAKER_A]	なる
-	-	[SPEAKER_A]	ず
-	-	[SPEAKER_A]	per
-	-	[SPEAKER_A]	l'ast
-	-	[SPEAKER_A]	ensure
-	-	[SPEAKER_A]	jahres
-	-	[SPEAKER_A]	qui
-	-	[SPEAKER_B]	è
-	-	[SPEAKER_B]	come
-	-	[SPEAKER_B]	si
-	-	[SPEAKER_B]	bagherì
-	-	[SPEAKER_A]	luca
-	-	[SPEAKER_B]	la
-	-	[SPEAKER_B]	castella
-	-	[SPEAKER_B]	mi
-	-	[SPEAKER_B]	abbiazza
-	-	[SPEAKER_B]	un
-	-	[SPEAKER_B]	robco
-	-	[SPEAKER_B]	che
-	-	[SPEAKER_B]	la
-	-	[SPEAKER_B]	stella
-	-	[SPEAKER_B]	anima
-	-	[SPEAKER_B]	è
-	-	[SPEAKER_B]	buona
-	-	[SPEAKER_A]	hmm
-	-	[SPEAKER_A]	uomo
-	-	[SPEAKER_A]	re
-	-	[SPEAKER_A]	e
-	-	[SPEAKER_A]	vi
-	-	[SPEAKER_A]	daughter
-	-	[SPEAKER_B]	sia
-	-	[SPEAKER_B]	un
-	-	[SPEAKER_B]	verketeltalu
-	-	[SPEAKER_B]	che
-	-	[SPEAKER_B]	fosse
-	-	[SPEAKER_B]	un
-	-	[SPEAKER_B]	peschio
