gold_speaker	gold_word	whisper_speaker	whisper_word
PKP125	è	[SPEAKER_B]	è
PKP125	vero	[SPEAKER_B]	bello
PKP125	eh	[SPEAKER_B]	buon
PKP125	ua	[SPEAKER_B]	appetito
PKP125	però	[SPEAKER_B]	come
PKP125	erano	[SPEAKER_B]	come
PKP125	avevano	[SPEAKER_B]	come
PKP125	cosicchie	[SPEAKER_B]	che
PKP131	xx	-	-
PKP125	mhmh	-	-
PKP125	co~	-	-
PKP125	comunque	-	-
PKP125	oggi	[SPEAKER_B]	oggi
PKP125	a	-	-
PKP125	scuola	[SPEAKER_B]	scuola
PKP125	la	[SPEAKER_B]	la
PKP125	gente	[SPEAKER_B]	gente
PKP131	comunque	[SPEAKER_A]	come
-	-	[SPEAKER_A]	buona
PKP125	a	[SPEAKER_B]	a
PKP125	scuola	[SPEAKER_B]	scuola
PKP125	questi	[SPEAKER_B]	questi
PKP125	mi	[SPEAKER_B]	mi
PKP125	chiedevano	[SPEAKER_B]	chiedevano
PKP125	delle	[SPEAKER_B]	delle
PKP125	cose	[SPEAKER_B]	cose
PKP125	facevo	[SPEAKER_B]	ma
PKP125	como	[SPEAKER_B]	si
PKP125	capito	[SPEAKER_B]	ho
PKP131	ua	[SPEAKER_B]	come
PKP125	che	[SPEAKER_A]	si
PKP125	xx	[SPEAKER_A]	si
PKP131	perché	[SPEAKER_A]	si
PKP131	stai	[SPEAKER_A]	e
-	-	[SPEAKER_A]	che
-	-	[SPEAKER_A]	sai
PKP131	qual	[SPEAKER_A]	qual
PKP131	è	[SPEAKER_A]	è
PKP131	il	[SPEAKER_A]	il
PKP131	range	[SPEAKER_A]	range
PKP131	di	[SPEAKER_A]	di
PKP131	età	[SPEAKER_A]	età
PKP131	a	[SPEAKER_A]	che
PKP131	cui	[SPEAKER_A]	tu
PKP131	stai	[SPEAKER_A]	stai
PKP131	insegnando	[SPEAKER_A]	insegnando
PKP125	xx	-	-
PKP125	non	-	-
PKP125	lo	-	-
PKP125	sacc	-	-
PKP125	io	-	-
PKP125	faccio	-	-
PKP125	finta	-	-
PKP125	di	-	-
PKP125	mh	-	-
PKP125	al	[SPEAKER_B]	al
PKP125	momento	[SPEAKER_B]	momento
PKP125	dai	[SPEAKER_B]	dai
PKP125	sto	-	-
PKP125	facendo	-	-
PKP125	dai	[SPEAKER_B]	dai
PKP125	a	[SPEAKER_B]	a
PKP125	quanto	[SPEAKER_B]	quanto
PKP125	pare	[SPEAKER_B]	pare
PKP125	domani	[SPEAKER_B]	domani
PKP125	dovrò	[SPEAKER_B]	dovrò
PKP125	fare	[SPEAKER_B]	fare
PKP125	anche	[SPEAKER_B]	anche
PKP125	i	[SPEAKER_B]	il
PKP125	bambini	[SPEAKER_B]	bambino
PKP125	piccoli	[SPEAKER_B]	piccolino
PKP131	piccoli	[SPEAKER_B]	piccolino
PKP131	quanto	[SPEAKER_B]	eh
PKP125	eh	[SPEAKER_B]	presto
PKP125	pre-starters	[SPEAKER_B]	dopo
PKP125	quindi	[SPEAKER_B]	secondo
PKP125	sei	[SPEAKER_B]	sei
PKP125	sette	[SPEAKER_B]	setanti
PKP125	anni	-	-
PKP125	comunque	[SPEAKER_B]	comunque
PKP125	dagli	[SPEAKER_B]	dagli
