gold_speaker	gold_word	whisper_speaker	whisper_word
PKP125	è	[SPEAKER_B]	buon
-	-	[SPEAKER_B]	appetito
-	-	[SPEAKER_A]	e'
PKP125	vero	[SPEAKER_A]	vero
PKP125	eh	[SPEAKER_A]	come
PKP125	ua	[SPEAKER_A]	buon
PKP125	però	-	-
PKP125	erano	-	-
PKP125	avevano	-	-
PKP125	cosicchie	-	-
PKP131	xx	-	-
PKP125	mhmh	-	-
PKP125	co~	-	-
PKP125	comunque	-	-
PKP125	oggi	-	-
PKP125	a	-	-
PKP125	scuola	-	-
PKP125	la	-	-
PKP125	gente	-	-
PKP131	comunque	-	-
PKP125	a	[SPEAKER_B]	a
PKP125	scuola	[SPEAKER_B]	scuola
PKP125	questi	[SPEAKER_B]	questi
PKP125	mi	[SPEAKER_B]	mi
PKP125	chiedevano	[SPEAKER_B]	chiedevano
PKP125	delle	[SPEAKER_B]	delle
PKP125	cose	[SPEAKER_B]	cose
PKP125	facevo	[SPEAKER_B]	del
PKP125	como	[SPEAKER_B]	ciò
PKP125	capito	[SPEAKER_B]	come
PKP131	ua	[SPEAKER_A]	va
PKP125	che	[SPEAKER_A]	bene
PKP125	xx	[SPEAKER_B]	carino
-	-	[SPEAKER_B]	che
-	-	[SPEAKER_B]	la
PKP131	perché	[SPEAKER_B]	perché
PKP131	stai	[SPEAKER_A]	e
-	-	[SPEAKER_A]	che
-	-	[SPEAKER_A]	sai
PKP131	qual	[SPEAKER_A]	qual
PKP131	è	[SPEAKER_A]	è
PKP131	il	[SPEAKER_A]	il
PKP131	range	[SPEAKER_A]	range
PKP131	di	[SPEAKER_A]	di
PKP131	età	[SPEAKER_A]	età
PKP131	a	[SPEAKER_A]	che
PKP131	cui	[SPEAKER_A]	ti
PKP131	stai	[SPEAKER_A]	sto
PKP131	insegnando	[SPEAKER_A]	insegnando
PKP125	xx	-	-
PKP125	non	-	-
PKP125	lo	-	-
PKP125	sacc	-	-
PKP125	io	[SPEAKER_B]	io
PKP125	faccio	[SPEAKER_B]	faccio
PKP125	finta	[SPEAKER_B]	il
PKP125	di	[SPEAKER_B]	film
PKP125	mh	[SPEAKER_B]	per
-	-	[SPEAKER_B]	voi
PKP125	al	[SPEAKER_B]	al
PKP125	momento	[SPEAKER_B]	momento
PKP125	dai	[SPEAKER_B]	dai
PKP125	sto	[SPEAKER_B]	ti
PKP125	facendo	[SPEAKER_B]	fa
-	-	[SPEAKER_B]	sentire
PKP125	dai	[SPEAKER_B]	dai
PKP125	a	[SPEAKER_B]	a
PKP125	quanto	[SPEAKER_B]	quanto
PKP125	pare	[SPEAKER_B]	pare
PKP125	domani	[SPEAKER_B]	domani
PKP125	dovrò	[SPEAKER_B]	dovrò
PKP125	fare	[SPEAKER_B]	fare
PKP125	anche	[SPEAKER_B]	anche
PKP125	i	[SPEAKER_B]	i
PKP125	bambini	[SPEAKER_B]	bambini
PKP125	piccoli	[SPEAKER_B]	piccoli
PKP131	piccoli	[SPEAKER_B]	piccoli
PKP131	quanto	[SPEAKER_B]	quanti
PKP125	eh	[SPEAKER_B]	eh
PKP125	pre-starters	[SPEAKER_B]	pre
-	-	[SPEAKER_B]	starters
PKP125	quindi	[SPEAKER_B]	quindi
PKP125	sei	[SPEAKER_B]	sei
PKP125	sette	[SPEAKER_B]	sette
PKP125	anni	[SPEAKER_B]	anni
-	-	[SPEAKER_A]	ecco
-	-	[SPEAKER_A]	il
-	-	[SPEAKER_A]	guanto
PKP125	comunque	[SPEAKER_B]	comunque
PKP125	dagli	[SPEAKER_B]	dagli
PKP125	otto	[SPEAKER_B]	otto
PKP125	ai	[SPEAKER_B]	ai
PKP125	mh	-	-
PKP125	diciotto	[SPEAKER_B]	diciotto
PKP125	che	[SPEAKER_B]	e
PKP125	poi	[SPEAKER_B]	poi
PKP125	questi	[SPEAKER_B]	questi
PKP125	bambini	-	-
PKP125	pi~	-	-
PKP125	bambini	[SPEAKER_B]	bambini
PKP125	piccoli	[SPEAKER_B]	piccoli
PKP125	cioè	[SPEAKER_B]	cioè
PKP125	mo	[SPEAKER_B]	mo
PKP125	quando	[SPEAKER_B]	quando
PKP125	li	-	-
PKP125	avevo	-	-
PKP125	quando	-	-
PKP125	avevo	[SPEAKER_B]	avevo
PKP125	iniziato	[SPEAKER_B]	iniziato
PKP125	prima	[SPEAKER_B]	prima
PKP125	che	[SPEAKER_B]	che
PKP125	me	[SPEAKER_B]	me
PKP125	ne	[SPEAKER_B]	ne
PKP125	andavo	[SPEAKER_B]	andavo
PKP125	a	[SPEAKER_B]	a
PKP125	bologna	[SPEAKER_B]	bologna
PKP131	mhmh	-	-
PKP125	comunque	[SPEAKER_B]	comunque
PKP125	tanti	[SPEAKER_B]	tanti
PKP125	sono	[SPEAKER_B]	sono
PKP125	rimasti	[SPEAKER_B]	rimasti
PKP125	perché	[SPEAKER_B]	perché
PKP125	poi	[SPEAKER_B]	poi
-	-	[SPEAKER_A]	sì
PKP125	e	[SPEAKER_B]	e
PKP125	sono	[SPEAKER_B]	sono
PKP125	cresciuti	[SPEAKER_B]	cresciuti
PKP125	quindi	[SPEAKER_B]	quindi
PKP125	quelli	[SPEAKER_B]	quelli
PKP125	che	[SPEAKER_B]	che
PKP125	tipo	[SPEAKER_B]	tipo
PKP125	mh	-	-
PKP125	quando	[SPEAKER_B]	quando
PKP125	ero	[SPEAKER_B]	ero
PKP125	entrato	[SPEAKER_B]	entrato
PKP125	stavano	[SPEAKER_B]	stavano
PKP125	in	[SPEAKER_B]	in
PKP125	quinta	[SPEAKER_B]	cui
PKP125	elementare	[SPEAKER_B]	deve
PKP125	mo	[SPEAKER_B]	andare
-	-	[SPEAKER_B]	ma
PKP125	sono	[SPEAKER_B]	sono
PKP125	in	[SPEAKER_B]	in
PKP125	terza	[SPEAKER_B]	terza
PKP125	media	[SPEAKER_B]	media
PKP125	qualcuno	[SPEAKER_B]	qualcuno
PKP125	deve	[SPEAKER_B]	deve
PKP125	andare	[SPEAKER_B]	andare
PKP125	alle	[SPEAKER_B]	allo
PKP125	superiori	[SPEAKER_B]	superiore
PKP125	io	-	-
PKP125	ero	[SPEAKER_B]	ero
PKP125	scioccato	[SPEAKER_B]	scioccato
PKP125	c'avevamo	[SPEAKER_B]	ma
PKP125	una	[SPEAKER_B]	come
PKP131	como	[SPEAKER_B]	è
PKP125	como	-	-
PKP125	che	-	-
