gold_speaker	gold_word	whisper_speaker	whisper_word
PKP125	è	[SPEAKER_A]	ma
PKP125	vero	[SPEAKER_A]	che
PKP125	eh	[SPEAKER_A]	meraviglia
PKP125	ua	[SPEAKER_A]	بدuto
PKP125	però	[SPEAKER_B]	ah
PKP125	erano	-	-
PKP125	avevano	-	-
PKP125	cosicchie	-	-
PKP131	xx	-	-
PKP125	mhmh	-	-
PKP125	co~	-	-
PKP125	comunque	-	-
PKP125	oggi	-	-
PKP125	a	-	-
PKP125	scuola	[SPEAKER_B]	scuola
PKP125	la	[SPEAKER_B]	questo
PKP125	gente	-	-
PKP131	comunque	-	-
PKP125	a	-	-
PKP125	scuola	-	-
PKP125	questi	-	-
PKP125	mi	[SPEAKER_B]	mi
PKP125	chiedevano	[SPEAKER_B]	chiedeva
PKP125	delle	[SPEAKER_B]	dell'ag
PKP125	cose	[SPEAKER_B]	storia
PKP125	facevo	[SPEAKER_B]	sto
PKP125	como	[SPEAKER_B]	come
PKP125	capito	[SPEAKER_A]	mmm
PKP131	ua	[SPEAKER_B]	va
PKP125	che	[SPEAKER_B]	bene
PKP125	xx	[SPEAKER_A]	è
PKP131	perché	[SPEAKER_A]	che
PKP131	stai	[SPEAKER_A]	sai
PKP131	qual	[SPEAKER_A]	qual'è
PKP131	è	[SPEAKER_A]	il
PKP131	il	[SPEAKER_A]	rengitietà
PKP131	range	[SPEAKER_A]	che
PKP131	di	-	-
PKP131	età	-	-
PKP131	a	-	-
PKP131	cui	-	-
PKP131	stai	[SPEAKER_A]	stai
PKP131	insegnando	[SPEAKER_A]	insegnando
PKP125	xx	[SPEAKER_B]	due
PKP125	non	[SPEAKER_B]	due
PKP125	lo	[SPEAKER_B]	e'
PKP125	sacc	[SPEAKER_B]	fatto
PKP125	io	[SPEAKER_B]	che
PKP125	faccio	[SPEAKER_B]	non
PKP125	finta	[SPEAKER_B]	pensi
PKP125	di	-	-
PKP125	mh	-	-
PKP125	al	[SPEAKER_B]	al
PKP125	momento	[SPEAKER_B]	momento
PKP125	dai	[SPEAKER_B]	dai
PKP125	sto	[SPEAKER_B]	ci
PKP125	facendo	[SPEAKER_B]	fa
PKP125	dai	[SPEAKER_B]	un
PKP125	a	[SPEAKER_B]	senno
PKP125	quanto	[SPEAKER_B]	da
PKP125	pare	[SPEAKER_B]	chi
-	-	[SPEAKER_B]	a
-	-	[SPEAKER_B]	quanta
-	-	[SPEAKER_B]	parte
PKP125	domani	[SPEAKER_B]	domani
PKP125	dovrò	[SPEAKER_B]	dovrà
PKP125	fare	[SPEAKER_B]	fare
PKP125	anche	[SPEAKER_B]	anche
PKP125	i	[SPEAKER_B]	i
PKP125	bambini	[SPEAKER_B]	bambini
PKP125	piccoli	[SPEAKER_B]	piccoli
PKP131	piccoli	[SPEAKER_B]	piccoli
PKP131	quanto	[SPEAKER_B]	da
PKP125	eh	[SPEAKER_B]	un
PKP125	pre-starters	[SPEAKER_B]	pre
-	-	[SPEAKER_B]	stables
PKP125	quindi	[SPEAKER_B]	quindi
PKP125	sei	[SPEAKER_B]	sei
PKP125	sette	[SPEAKER_B]	sei
PKP125	anni	[SPEAKER_B]	tanti
PKP125	comunque	[SPEAKER_A]	grazie
PKP125	dagli	[SPEAKER_B]	con
-	-	[SPEAKER_B]	questo
PKP125	otto	[SPEAKER_B]	otto
PKP125	ai	-	-
PKP125	mh	-	-
PKP125	diciotto	[SPEAKER_B]	diciotto
PKP125	che	[SPEAKER_B]	cosa
PKP125	poi	[SPEAKER_B]	pareva
PKP125	questi	[SPEAKER_B]	questi
PKP125	bambini	-	-
PKP125	pi~	-	-
PKP125	bambini	[SPEAKER_B]	bambini
PKP125	piccoli	[SPEAKER_B]	piccoli
PKP125	cioè	[SPEAKER_B]	cioè
PKP125	mo	-	-
PKP125	quando	-	-
PKP125	li	-	-
PKP125	avevo	-	-
PKP125	quando	[SPEAKER_B]	quando
PKP125	avevo	[SPEAKER_B]	avevo
PKP125	iniziato	[SPEAKER_B]	iniziato
PKP125	prima	[SPEAKER_B]	prima
PKP125	che	[SPEAKER_B]	che
PKP125	me	[SPEAKER_B]	mi
PKP125	ne	[SPEAKER_B]	andava
PKP125	andavo	[SPEAKER_B]	a
PKP125	a	[SPEAKER_B]	borogna
PKP125	bologna	[SPEAKER_B]	con
PKP131	mhmh	[SPEAKER_B]	quei
PKP125	comunque	-	-
PKP125	tanti	[SPEAKER_B]	tanti
