gold_speaker	gold_word	whisper_speaker	whisper_word
PKP125	è	[SPEAKER_B]	è
PKP125	vero	[SPEAKER_B]	bello
PKP125	eh	[SPEAKER_B]	è
PKP125	ua	[SPEAKER_B]	buono
PKP125	però	[SPEAKER_B]	come
PKP125	erano	[SPEAKER_B]	come
PKP125	avevano	[SPEAKER_B]	come
PKP125	cosicchie	[SPEAKER_B]	come
PKP131	xx	[SPEAKER_B]	come
PKP125	mhmh	-	-
PKP125	co~	-	-
PKP125	comunque	[SPEAKER_A]	comunque
PKP125	oggi	[SPEAKER_A]	buon
PKP125	a	-	-
PKP125	scuola	-	-
PKP125	la	-	-
PKP125	gente	-	-
PKP131	comunque	-	-
PKP125	a	[SPEAKER_B]	a
PKP125	scuola	[SPEAKER_B]	scuola
PKP125	questi	[SPEAKER_B]	questi
PKP125	mi	[SPEAKER_B]	mi
PKP125	chiedevano	[SPEAKER_B]	chiamavano
PKP125	delle	[SPEAKER_B]	delle
PKP125	cose	[SPEAKER_B]	cose
PKP125	facevo	[SPEAKER_B]	facciano
PKP125	como	[SPEAKER_B]	come
PKP125	capito	[SPEAKER_B]	carino
PKP131	ua	[SPEAKER_B]	che
PKP125	che	[SPEAKER_B]	labbro
PKP125	xx	[SPEAKER_B]	che
PKP131	perché	[SPEAKER_B]	è
PKP131	stai	[SPEAKER_A]	e
-	-	[SPEAKER_A]	che
-	-	[SPEAKER_A]	sai
PKP131	qual	[SPEAKER_A]	qual
PKP131	è	[SPEAKER_A]	è
PKP131	il	[SPEAKER_A]	il
PKP131	range	[SPEAKER_A]	range
PKP131	di	[SPEAKER_A]	di
PKP131	età	[SPEAKER_A]	età
PKP131	a	[SPEAKER_A]	che
PKP131	cui	[SPEAKER_A]	ti
PKP131	stai	[SPEAKER_A]	sto
PKP131	insegnando	[SPEAKER_A]	insegnando
PKP125	xx	[SPEAKER_B]	ma
PKP125	non	[SPEAKER_B]	che
PKP125	lo	[SPEAKER_B]	ne
PKP125	sacc	[SPEAKER_B]	pensate
PKP125	io	[SPEAKER_B]	vi
PKP125	faccio	[SPEAKER_B]	faccio
PKP125	finta	[SPEAKER_B]	finire
PKP125	di	-	-
PKP125	mh	-	-
PKP125	al	[SPEAKER_B]	al
PKP125	momento	[SPEAKER_B]	momento
PKP125	dai	[SPEAKER_B]	dai
PKP125	sto	[SPEAKER_B]	ti
PKP125	facendo	[SPEAKER_B]	è
PKP125	dai	[SPEAKER_B]	piaciuto
PKP125	a	[SPEAKER_B]	a
PKP125	quanto	[SPEAKER_B]	quanto
PKP125	pare	[SPEAKER_B]	pare
PKP125	domani	[SPEAKER_B]	domani
PKP125	dovrò	[SPEAKER_B]	dovrò
PKP125	fare	[SPEAKER_B]	fare
PKP125	anche	-	-
PKP125	i	[SPEAKER_B]	i
PKP125	bambini	[SPEAKER_B]	bambini
PKP125	piccoli	[SPEAKER_B]	piccoli
PKP131	piccoli	[SPEAKER_B]	piccoli
PKP131	quanto	[SPEAKER_B]	quanti
PKP125	eh	[SPEAKER_B]	pre
PKP125	pre-starters	[SPEAKER_B]	starters
PKP125	quindi	[SPEAKER_B]	quindi
PKP125	sei	[SPEAKER_B]	sei
PKP125	sette	[SPEAKER_B]	sette
PKP125	anni	[SPEAKER_B]	anni
